ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
3567,52,24839.386019050435,0.2011472616641239,1,693,5506,1630,6443
3568,24,24674.326369751478,0.06518198317569183,1,78,6822,1367,8111
3569,19,63537.05219348184,0.03734426039044396,1,1630,6119,1381,5870
3570,20,22854.52640731186,0.20163808820926166,1,191,12748,1604,14161
3571,21,23597.67093315729,0.2376185517900615,1,498,6061,1533,7096
3572,23,20396.287114146275,0.012449588307536327,1,308,5315,1367,6374
3573,20,23170.95864172572,0.13681382252396151,1,337,44607,1674,45944
3574,54,23271.995766170927,0.10566567120549158,1,2052,6261,1591,5800
3575,24,20257.806817758013,0.13521615824383262,0,2,0,0,-2
3576,57,54008.76113372442,0.0695732958370826,1,506,8270,1370,9134
3577,19,26708.598828055707,0.1831697009447117,1,933,5509,1368,5944
3578,46,20858.05655319329,0.056520469020897704,1,619,6625,3084,9090
3579,65,21579.38535299351,0.06715464305541055,1,40,5341,1423,6724
3580,51,21838.114229562078,0.17099753325279068,1,126,8610,1578,10062
3581,21,34040.51099736722,0.1720246119589198,0,14,0,0,-14
3582,67,37343.96098512932,0.04564010395120845,1,170,5599,2388,7817
3583,23,55402.77882603263,0.20777897351509642,1,869,7695,1475,8301
3584,20,24083.93055884027,0.09020304655642661,0,7,0,0,-7
3585,24,26530.75719540515,0.5384012326507989,0,7,0,0,-7
3586,37,42204.57573375637,0.0927844738443329,1,290,7959,5764,13433
3587,18,29339.70505382541,0.04450257292317921,0,2,0,0,-2
3588,21,21674.186419303165,0.014710377728425442,1,106,29444,1505,30843
3589,40,23640.833933667756,0.10959244520584928,1,1842,7962,1402,7522
3590,24,28649.277276861467,0.05072162674756919,1,709,5295,1573,6159
3591,23,21223.279466081774,0.37970820196017974,0,33,0,0,-33
3592,33,20351.937509448508,0.039525039655004056,1,233,10793,2229,12789
3593,45,36496.62439534907,0.4099676344512102,0,15,0,0,-15
3594,61,20163.60049777989,0.07778586295463676,0,33,0,0,-33
3595,26,28282.53737825133,0.08021344646299025,1,708,5926,1882,7100
3596,58,40550.68480879759,0.3310817150189477,1,1549,5260,1520,5231
3597,27,21194.40958455282,0.28211568469652326,0,88,0,0,-88
3598,28,26594.980235936924,0.14482678753977882,0,9,0,0,-9
3599,51,30619.005270931364,0.1602707961116609,0,6,0,0,-6
3600,18,21413.6519077612,0.06012398624329555,0,28,0,0,-28
3601,70,20400.028805537015,0.04076044547580673,0,40,0,0,-40
3602,34,25411.143622305837,0.15338363531708776,1,122,7779,1680,9337
3603,56,22061.912447644034,0.16057537901883354,1,248,13248,1674,14674
3604,19,25412.686848168163,0.11082457521425697,1,264,16478,1887,18101
3605,22,22749.610446158673,0.224882128841121,1,331,27687,1374,28730
3606,73,29427.60286557184,0.014374154831797046,0,22,0,0,-22
3607,34,22206.489244044405,0.07813033716652079,1,440,10797,2426,12783
3608,22,32389.93078521234,0.00920958901262448,0,58,0,0,-58
3609,23,20758.700983418927,0.09368371681598213,0,7,0,0,-7
3610,51,21078.1714410193,0.17501593498580104,1,759,9838,1932,11011
3611,41,26986.26523918319,0.3615280264692284,1,911,21536,1769,22394
3612,20,21456.809939597537,0.15520870085612493,1,891,5316,1524,5949
3613,44,22622.22212635947,0.17968514699678942,0,70,0,0,-70
3614,23,20206.212080272642,0.02961077630559842,1,427,9194,1489,10256
3615,53,21454.591490045023,0.0014133138231149165,1,200,18872,2012,20684
3616,38,30867.538229372196,0.0720841429159406,1,1003,5439,1948,6384
3617,36,26367.91442372263,0.09526623116190469,1,210,10224,2982,12996
3618,48,52868.873033757474,0.07649149444852547,1,224,8106,1551,9433
3619,29,23015.214319482384,0.23849088993515413,1,285,9780,1481,10976
3620,29,21521.301536217972,0.04973237708879694,1,450,7919,1374,8843
3621,30,36370.23426054765,0.18812214602568086,0,115,0,0,-115
3622,19,82169.28867069827,0.22768551303761803,1,1768,8530,2280,9042
3623,24,141322.32982976662,0.053808252776354155,1,775,13114,1974,14313
3624,64,27405.94741310664,0.06815940290911231,1,431,9089,1935,10593
3625,71,22823.211660174456,0.16781344964378062,1,381,6875,1761,8255
3626,20,44929.29486494021,0.14406804426109002,1,170,8962,1560,10352
3627,64,38528.175048757024,0.0976245655255772,0,53,0,0,-53
3628,70,27456.806344849363,0.0328434320934121,1,147,6042,1609,7504
3629,41,22803.12738175388,0.03154649620002143,0,13,0,0,-13
3630,43,22432.54568996225,0.10914720110730718,1,771,77685,1447,78361
3631,35,23740.723996983474,0.00155017353270348,1,1174,6617,1682,7125
3632,56,21701.340377894972,0.1673870217752056,1,315,6544,1454,7683
3633,45,20878.418896455085,0.24106003629517223,0,8,0,0,-8
3634,20,22887.30710749066,0.03331096814199867,0,13,0,0,-13
3635,30,36916.62716306263,0.09849608159703123,1,84,7160,1798,8874
3636,59,21641.86648623066,0.003165712066949132,1,87,23149,1444,24506
3637,26,21897.72466179665,0.06232320157951711,1,24,11048,1423,12447
3638,32,27099.859287323474,0.3517614182936357,0,9,0,0,-9
3639,19,22888.62716831761,0.25840320036345066,1,1227,7255,1440,7468
3640,24,30532.382513734232,0.0024212704053877244,1,1551,5464,2321,6234
3641,45,25724.175905051743,0.21638532952554512,1,75,5369,1543,6837
3642,22,25138.403472834656,0.2542336023353394,0,89,0,0,-89
3643,72,22708.763692790184,0.0843479764667107,0,10,0,0,-10
3644,57,26738.72324560283,0.3128936486083165,1,54,25712,1903,27561
3645,75,23872.36018047069,0.20380916560507129,1,934,9343,1672,10081
3646,59,24402.743520543114,0.05710929127430737,1,912,13156,1500,13744
3647,32,23137.9991938986,0.415062111640127,1,2832,7291,1514,5973
3648,41,57648.34885711072,0.10231429020623484,1,145,6399,1419,7673
3649,27,21661.74072551073,0.41186600904653564,1,625,8052,1665,9092
3650,21,20045.684470591306,0.16135062206975498,0,39,0,0,-39
3651,40,25034.537096607703,0.21632996537272636,1,392,5919,3381,8908
3652,70,27442.458684841527,0.2255972689680511,0,106,0,0,-106
3653,36,31973.47767696374,0.11353216526372323,1,507,21871,1345,22709
3654,72,22970.768769469883,0.34996081950458097,1,980,5637,2389,7046
3655,59,20252.47175999979,0.09223969868523221,1,356,6265,1550,7459
3656,46,21705.472888310756,0.2481458302906879,1,84,6315,1782,8013
3657,57,33788.74533641182,0.06217233077106403,1,1344,9107,1585,9348
3658,34,22753.78985656557,0.11945727457488954,1,494,5759,1513,6778
3659,34,29778.045880179572,0.04020709908373681,0,10,0,0,-10
3660,24,23383.853349469344,0.055738642353773446,1,110,7892,2352,10134
3661,32,280783.02036816464,0.01313919869475743,1,834,5327,1363,5856
3662,18,28203.298939283053,0.254653693372514,0,4,0,0,-4
3663,30,22003.818413821427,0.07701646797135957,1,157,5889,2134,7866
3664,45,22800.51899858165,0.2742867613015421,1,756,5651,1479,6374
3665,34,24877.437116985573,0.10103046636489763,1,339,9826,1670,11157
3666,53,41431.53986731127,0.2581273503592982,1,164,9565,2841,12242
3667,40,20189.749764431792,0.19532538195951182,1,433,7950,4072,11589
3668,52,20866.639656961193,0.22183291186757048,1,205,6172,3056,9023
3669,47,31398.2502467349,0.2107229174294908,1,500,9776,1447,10723
3670,24,40538.29713093858,0.2188549717557398,0,97,0,0,-97
3671,21,20040.860524078937,0.1230494563616022,1,1158,6232,1613,6687
3672,21,28095.57749268777,0.10346418975927851,1,836,28114,3161,30439
3673,26,29223.863993608644,0.06547527599538414,1,286,9389,3249,12352
3674,66,25956.6186917123,0.2912479531865543,1,797,8906,1677,9786
3675,63,22715.447768751346,0.09939874229383058,1,656,14613,2070,16027
3676,34,24964.780936706207,0.21669118511218058,0,2,0,0,-2
3677,60,36424.84299817846,0.21503378416787855,0,22,0,0,-22
3678,34,22790.06002238089,0.10116620832506884,0,3,0,0,-3
3679,49,23072.597512518896,0.0843774553101876,1,307,6116,1876,7685
3680,37,42913.39109735604,0.15715141859984175,1,232,10812,1641,12221
3681,29,45581.428078675555,0.025509855109374723,1,1511,8026,2083,8598
3682,29,20526.867658089257,0.16973052530314284,0,5,0,0,-5
3683,50,27728.555051028816,0.005829561238200058,1,118,21929,1408,23219
3684,21,21244.0470457172,0.01838790292950395,1,345,5881,1450,6986
3685,24,26834.45160956717,0.03811733157001877,1,148,14046,1485,15383
3686,20,26300.584230152283,0.041681411231274036,1,907,8307,1573,8973
3687,33,23080.673723765536,0.06847618388180247,1,278,10096,2603,12421
3688,35,25264.826752555917,0.009077333719493832,0,24,0,0,-24
3689,32,21766.650793051158,0.21618508312297102,0,35,0,0,-35
3690,23,49233.76444030288,0.2294084193930283,0,86,0,0,-86
3691,39,20363.273822577194,0.14714493681089608,1,304,21723,1934,23353
3692,66,24249.068535502865,0.04215699843000395,1,606,5843,1523,6760
3693,20,27662.608756763304,0.10140785663647622,1,788,8651,1685,9548
3694,28,30393.914986054697,0.04733539047942053,1,233,20684,2442,22893
3695,34,35737.783223757426,0.22183880253446822,1,390,5347,1791,6748
3696,59,21596.264013982884,0.17429920613730462,1,134,9900,2461,12227
3697,23,48705.55318356607,0.017483241152867403,1,43,5347,1344,6648
3698,52,24638.672477990138,0.24251697254594182,1,76,12517,1394,13835
3699,28,37084.08724321637,0.17508692204576465,1,707,5367,2622,7282
3700,27,24188.391005987316,0.10314332039848204,0,41,0,0,-41
3701,27,24282.259049879576,0.23095837412546175,1,136,17734,1349,18947
3702,51,32336.551445301306,0.0685728768215813,0,39,0,0,-39
3703,60,20214.54496776416,0.1379826817703979,1,805,5752,1361,6308
3704,24,28765.87753327284,0.20697782095825967,1,332,6768,2104,8540
3705,26,21119.28077224592,0.033115070578408644,1,330,7775,4045,11490
3706,64,32128.081332527785,0.03940143024988416,0,2,0,0,-2
3707,18,27267.615109887334,0.14555089493519346,1,525,7599,2596,9670
3708,55,49719.744530714284,0.31474218179275826,0,0,0,0,0
3709,20,28483.491168497247,0.06785026561354127,1,12,7680,1443,9111
3710,36,39399.935083501165,0.05463755628088071,1,183,19265,1489,20571
3711,36,26872.990215360252,0.08190129264521355,1,56,6359,1402,7705
3712,37,22112.413113404124,0.22654942774930534,0,29,0,0,-29
3713,43,39620.13324819218,0.14506303592783265,1,550,6599,1668,7717
3714,29,24381.660800972146,0.02837252837085306,1,224,13748,1388,14912
3715,19,29094.590046348916,0.018497205053597567,1,329,5647,2401,7719
3716,69,21061.485740137956,0.07066458809706824,1,115,6033,1374,7292
3717,36,27903.42908627421,0.08617173860820945,1,1106,9186,1694,9774
3718,69,22812.884511322973,0.21860335780030588,1,485,6672,2141,8328
3719,53,22408.031419269126,0.0697751081859365,1,1024,5928,2713,7617
3720,42,22765.91929602695,0.047821530265793916,1,1163,8761,2441,10039
3721,58,20910.390875415917,0.21210585161654272,0,72,0,0,-72
3722,31,25376.536423807946,0.22530483838261736,1,92,5431,2856,8195
3723,64,41106.107555758725,0.0009443510824111205,1,80,5592,1968,7480
3724,29,20658.83555341023,0.1149411564796003,0,0,0,0,0
3725,24,105757.54192322707,0.023720615084953045,1,720,6847,1731,7858
3726,38,29814.292098970436,0.09559029549835112,1,588,6064,1526,7002
3727,53,27528.807521289855,0.06508318093176939,1,381,18628,2006,20253
3728,64,33874.24179117337,0.11619873436276672,1,1498,6260,1454,6216
3729,19,21407.944057825916,0.14717750312911582,0,19,0,0,-19
3730,23,28351.009484567094,0.08256860684689203,1,99,7103,2058,9062
3731,34,56106.78705443399,0.02588805977299585,1,298,5249,1498,6449
3732,28,24594.889339636524,0.2440111362162479,1,876,6826,1562,7512
3733,30,29424.395403210343,0.17139774938830382,0,106,0,0,-106
3734,61,30816.330797538387,0.028097274283290886,1,140,5618,1677,7155
3735,18,31457.151471549863,0.04800823076643154,1,194,5686,1435,6927
3736,41,21728.971367265436,0.06490516837945665,1,1141,6414,1353,6626
3737,26,22779.985599599804,0.3285076024482449,0,71,0,0,-71
3738,49,21531.110634182816,0.3311832871774417,0,117,0,0,-117
3739,69,22739.39149812038,0.042087877679878094,1,333,6430,1401,7498
3740,54,22992.104335958917,0.018806992843756146,1,139,5554,1436,6851
3741,68,24386.863697938727,0.19977672929086648,0,52,0,0,-52
3742,31,21225.04512531781,0.3855281966243555,0,7,0,0,-7
3743,19,24352.240286146414,0.10279325591179805,0,20,0,0,-20
3744,55,45190.866086836606,0.0589586935785096,1,1036,6308,1461,6733
3745,44,26301.637110781143,0.045989292110183336,1,462,7892,2052,9482
3746,37,44464.25913713127,0.2726638414943544,1,1320,13704,1952,14336
3747,62,22801.54287630112,0.13989854207299415,0,66,0,0,-66
3748,72,34354.79984342768,0.41622995181675115,1,394,5839,1904,7349
3749,26,34313.882394107786,0.19563494346920998,1,1408,7670,1822,8084
3750,64,21315.35549604612,0.08818800659784416,1,147,7178,3273,10304
3751,20,31376.14812826278,0.2100689038601797,0,9,0,0,-9
3752,56,43895.7460253007,0.5629564687481649,1,407,8567,1620,9780
3753,39,23524.86300474534,0.12558613284303083,0,168,0,0,-168
3754,22,53860.411621084706,0.27367070201270066,1,157,5301,1638,6782
3755,25,27050.903867086632,0.23728620042146886,0,14,0,0,-14
3756,18,27246.382095159053,0.16337882099463522,1,392,8592,1534,9734
3757,34,28630.730692000143,0.07303606022894124,1,84,6408,2630,8954
3758,58,23887.358825445015,0.04484873837969056,1,46,6896,1383,8233
3759,26,22360.914995964118,0.1014158552591106,1,990,10708,1359,11077
3760,31,21930.7552412172,0.20835741037985284,0,0,0,0,0
3761,41,53080.464884103916,0.11663108067813721,1,683,8962,1474,9753
3762,22,25295.06792126421,0.01291054159247911,1,350,7335,1427,8412
3763,28,26630.40169618937,0.15221758345787773,1,314,5274,2010,6970
3764,64,25490.13443369314,0.2836973750712249,1,211,6923,5553,12265
3765,26,33184.7065336155,0.018519029025714024,0,13,0,0,-13
3766,43,27512.94393483573,0.10124879829211814,0,6,0,0,-6
3767,68,22868.703056492173,0.14559782827128756,1,1315,8986,1346,9017
3768,32,25085.263295689998,0.08567444595796024,1,500,12310,2356,14166
3769,22,21305.642858084233,0.11794934615664023,1,1004,5258,1694,5948
3770,39,33091.67060714449,0.2211071222423699,0,33,0,0,-33
3771,21,20335.804309039526,0.061200825300010274,1,463,12148,1435,13120
3772,19,43733.841927176996,0.02622357545567758,1,529,7218,2297,8986
3773,23,31762.14708715887,0.01424939856069651,0,31,0,0,-31
3774,35,41654.686113020674,0.09977789547748182,0,18,0,0,-18
3775,59,33637.77049307474,0.09938242809210805,1,990,5991,1512,6513
3776,57,36303.97581217161,0.1476103056642216,1,749,5919,1823,6993
3777,46,28031.744589100683,0.0002732550838424183,1,1024,5957,2900,7833
3778,33,56584.95015051755,0.25634302111807705,1,266,11802,1467,13003
3779,41,26477.626964138617,0.1356760816905462,1,1333,9760,1338,9765
3780,58,24475.005198849845,0.11597492709774034,1,373,8676,1343,9646
3781,40,26878.618525365855,0.14817323194804116,1,859,11595,1730,12466
3782,61,102578.69653853183,0.07064528741078575,1,1119,8550,1662,9093
3783,42,20065.046007461766,0.15661419759826023,1,357,5427,1351,6421
3784,50,29684.21264014574,0.03951436434055805,1,27,8527,3066,11566
3785,54,23676.934978960293,0.01227749972239316,0,4,0,0,-4
3786,46,21453.544877472505,0.3962192260208265,0,26,0,0,-26
3787,66,21967.854956122304,0.0765196535564252,1,2044,9928,5063,12947
3788,27,21786.625714671358,0.027349916382288716,1,391,7309,2431,9349
3789,21,20521.238284520623,0.1893516842940391,0,44,0,0,-44
3790,25,151059.29858885618,0.06312760770341962,1,905,5532,1464,6091
3791,50,28150.74239614676,0.010994095426722732,0,6,0,0,-6
3792,28,22321.780593162654,0.028859591527447197,0,113,0,0,-113
3793,53,22880.857655467244,0.17232385150688176,1,2582,7972,2693,8083
3794,39,28494.21649444875,0.1240032749730478,1,227,7102,2953,9828
3795,31,20910.565019478312,0.2541773032123456,1,1436,7266,3257,9087
3796,21,23858.64850267794,0.06932509504299181,0,11,0,0,-11
3797,74,21748.904083547244,0.1321131618514667,1,231,6949,2246,8964
3798,46,21051.06187428567,0.12238656092742208,1,612,14354,1533,15275
3799,38,20309.33784269442,0.26637520003915627,0,50,0,0,-50
3800,69,21558.307981044283,0.11114822426814848,1,89,5722,1866,7499
3801,47,20853.64992287225,0.06964065060501333,1,58,14148,1444,15534
3802,49,23960.89852906259,0.21092204578395002,1,207,16392,1737,17922
3803,43,26474.283202287796,0.15269766569033136,1,234,6678,1484,7928
3804,54,23980.58649631114,0.1347708969819298,1,348,7969,1837,9458
3805,18,20696.906817881256,0.030982825882801185,1,195,6055,2635,8495
3806,44,21443.081582392933,0.10966975462857141,1,554,6658,2403,8507
3807,36,177811.46024074228,0.12988796101658048,1,122,6710,1405,7993
3808,20,27408.86689545086,0.03704126578566225,1,1757,7826,1570,7639
3809,66,20437.04820573661,0.17322441631698865,1,136,6830,1545,8239
3810,28,23244.478111247332,0.11863619790800513,1,282,8005,3363,11086
3811,29,26206.249126026603,0.11758784844334173,1,1221,6372,1675,6826
3812,58,26205.208367094045,0.01510925431829392,1,552,5964,1557,6969
3813,38,23815.76034054215,0.11222969538324022,1,565,38557,1899,39891
3814,31,27091.19013127298,0.15032466307689443,0,43,0,0,-43
3815,31,36933.527956311584,0.01673639656302293,1,1310,7089,2337,8116
3816,27,20751.365300803114,0.05769206777301474,1,1206,5257,3707,7758
3817,25,31740.071233841674,0.3465122262324336,0,30,0,0,-30
3818,41,23602.541956667115,0.0312098151821933,1,366,6226,1630,7490
3819,18,23999.85663352286,0.2598737043477022,1,254,5475,2252,7473
3820,63,29338.72668346236,0.0673921519087539,0,6,0,0,-6
3821,73,21462.62153343642,0.00014737251777965677,0,60,0,0,-60
3822,21,21752.981557168867,0.16805989290692266,1,579,8891,1638,9950
3823,53,20377.142615708337,0.5011754964079624,1,521,7765,1872,9116
3824,35,29181.16937167154,0.25119387674736815,1,368,10327,1430,11389
3825,23,44927.2107725758,0.10888715438016057,1,87,6883,1404,8200
3826,18,21124.73409847499,0.054173490077865954,1,16,5448,1781,7213
3827,24,24732.780881561415,0.10022648771655508,1,288,8491,2310,10513
3828,26,23345.112636605016,0.05963881153689403,1,360,8245,1706,9591
3829,24,22440.73270232008,0.141124677624094,0,9,0,0,-9
3830,18,20147.87561655166,0.01650780008372229,1,897,6008,1351,6462
3831,31,24677.345484648886,0.19210048562964502,1,296,9740,1631,11075
3832,59,47922.40588074572,0.019416160623833792,1,642,8500,2077,9935
3833,42,28452.902453892562,0.057240096630115686,1,150,12872,1392,14114
3834,47,23219.599966610924,0.022638342547515584,1,487,9122,2487,11122
3835,33,21434.382342494333,0.1595595380267304,1,454,8084,2046,9676
3836,74,25113.964880840867,0.16815621409031642,1,753,30000,1485,30732
3837,27,36742.43791025901,0.4701812406391749,0,10,0,0,-10
3838,54,20804.772085627697,0.023306172076664588,1,251,7159,1692,8600
3839,36,29321.231541361165,0.23780887487124755,1,291,6697,1638,8044
3840,18,30147.18753416863,0.006991185730840034,1,483,9967,1666,11150
3841,34,35900.25126863615,0.221481995901455,1,136,24329,1594,25787
3842,33,31902.442722611508,0.11737881657734142,1,1240,17656,1373,17789
3843,18,22684.679913692842,0.03088655537587017,1,548,12167,5549,17168
3844,25,21438.456372934485,0.13280736542372637,0,96,0,0,-96
3845,22,28054.99375939039,0.0003497451610415912,1,48,17785,1980,19717
3846,59,25739.49423955022,0.11304181820432507,1,258,5842,1502,7086
3847,23,21265.258662078053,0.1048111275461981,1,2240,6834,1784,6378
3848,47,22184.1228983182,0.06543810082897912,0,15,0,0,-15
3849,24,26761.567843574347,0.04637371248836151,1,1125,7328,2192,8395
3850,25,21545.947704205413,0.21034541502209525,1,479,6000,1528,7049
3851,56,30437.662366145752,0.2577361891251933,0,45,0,0,-45
3852,18,27779.267511176502,0.0400691643517732,1,334,5711,3384,8761
3853,59,20689.779587737863,0.22173181009651302,1,376,7808,2194,9626
3854,58,33661.72946236908,0.08275277979152909,0,30,0,0,-30
3855,61,22180.82062670639,0.04194775276569885,0,51,0,0,-51
3856,70,29470.31028488025,0.23835840724300766,0,57,0,0,-57
3857,27,30241.424709915504,0.31613560435740606,0,2,0,0,-2
3858,28,22805.041102682088,0.0043005242545316145,1,687,7942,1371,8626
3859,59,22256.579327971627,0.016744285414427663,0,41,0,0,-41
3860,31,32508.14863315664,0.12340212916222662,1,2415,7032,2080,6697
3861,38,20266.46171578767,0.02196411830173878,1,88,5801,1937,7650
3862,75,20262.316836765876,0.14983811692801013,1,337,6720,1609,7992
3863,31,22316.13617000198,0.2363495164571081,1,1052,5747,2919,7614
3864,75,25522.694195441232,0.12543374833789037,0,34,0,0,-34
3865,27,21559.460622907878,0.07648093020587801,1,314,7894,1902,9482
3866,40,52462.00907499269,0.2264304762196593,0,42,0,0,-42
3867,28,35803.32481538268,0.24174724776939127,0,21,0,0,-21
3868,61,20360.573294837195,0.2961788452227186,1,827,6501,1393,7067
3869,45,23403.12845123647,0.14800780040891023,0,56,0,0,-56
3870,18,25380.08479875227,0.002953071309794905,1,411,7879,2043,9511
3871,22,22277.886053068072,0.0858820803111228,0,166,0,0,-166
3872,52,21409.368636806612,0.38724610670630694,1,216,6539,1977,8300
3873,62,23785.765538234184,0.09109755252031122,0,29,0,0,-29
3874,25,22520.643010799762,0.01992719219169857,1,458,12005,1363,12910
3875,38,27469.533167759415,0.018410533007176925,1,988,15162,2495,16669
3876,42,24287.048462042687,0.07747846692902594,1,130,8198,1753,9821
3877,55,25022.538918864844,0.1305776364264351,1,270,6267,1911,7908
3878,32,20417.688611254358,0.04954071159543512,1,5,5535,2490,8020
3879,56,32330.540273885006,0.07109457344261257,0,102,0,0,-102
3880,45,20914.96405833682,0.06078450021821686,0,14,0,0,-14
3881,65,33562.51074050399,0.18489499932364642,1,1435,6373,1337,6275
3882,54,23148.05268092534,0.05828963324761309,1,162,6138,2642,8618
3883,31,20288.376727612755,0.012096627550170377,1,590,35865,1448,36723
3884,38,27107.92525265788,0.06277968554004215,1,88,8508,1451,9871
3885,49,30159.24114519491,0.06669588641464068,1,181,5609,2240,7668
3886,26,21257.3233866142,0.11649702237099686,1,197,7538,1573,8914
3887,30,31481.834982686898,0.024803333194695795,1,31,5791,1348,7108
3888,27,49725.66644541409,0.11200692934131343,1,133,5405,2637,7909
3889,21,24977.47644014193,0.09146151422559956,1,359,42811,1486,43938
3890,33,20579.155623113653,0.051529296550648196,1,1777,6211,1335,5769
3891,25,20578.121872630014,0.003319760686724392,0,123,0,0,-123
3892,44,29445.93942547042,0.040499801934939274,1,126,22276,1413,23563
3893,65,20995.54842125646,0.07031816386529453,1,106,10389,1626,11909
3894,36,34779.99966508521,0.00995841987502597,0,206,0,0,-206
3895,19,21732.179871437776,0.19073523096714334,1,253,5366,1692,6805
3896,30,21939.404587288765,0.14139186573816714,0,14,0,0,-14
3897,47,20677.50470805904,0.17994950939634688,0,34,0,0,-34
3898,26,23324.714134437607,0.07768088491787724,1,226,6232,2355,8361
3899,47,24036.658071887443,0.014223750016558819,1,913,5777,1426,6290
3900,42,23816.218407031964,0.05070870735872319,1,132,12680,1419,13967
3901,25,21113.703695421653,0.04270093755384659,0,85,0,0,-85
3902,37,23916.768756728256,0.5482442273348269,1,1233,8132,1394,8293
3903,23,22841.797626679247,0.009855857273353799,1,657,7841,2150,9334
3904,60,28826.788920250936,0.036452284122082325,1,607,8682,1644,9719
3905,28,29936.367215774157,0.09525444793774326,0,52,0,0,-52
3906,69,20090.887395354184,0.009167566506841689,1,92,6168,1339,7415
3907,49,46711.75100123091,0.15398239872054645,1,1010,6905,2137,8032
3908,46,36016.935050248416,0.014287174581104817,1,337,5699,1348,6710
3909,29,27942.254226348214,0.0721313542183645,1,212,12638,2897,15323
3910,67,21787.549947077725,0.14306699313747973,1,244,6667,1625,8048
3911,57,37495.06492652217,0.047321016288319966,1,62,6515,2099,8552
3912,28,23604.453017812768,0.034314365954686975,1,305,5364,1392,6451
3913,40,23116.63337863536,0.3389153643169352,1,1229,17826,1360,17957
3914,38,23389.17287352527,0.11138994784350735,1,557,6826,1575,7844
3915,35,22169.983344040436,0.27648501705182865,1,169,11178,1398,12407
3916,32,20716.458563277018,0.31961850925065066,1,763,5514,1792,6543
3917,23,20281.754137021995,0.011337329455386987,1,345,7580,1651,8886
3918,18,22051.55775289516,0.10479918680337091,0,54,0,0,-54
3919,70,20731.691498296528,0.0028322599298926587,1,134,20611,2609,23086
3920,70,32366.920576464927,0.2621404092175076,1,327,6892,2405,8970
3921,21,39663.10390512537,0.07520365880330462,0,19,0,0,-19
3922,45,23870.317760073543,0.005325026596369252,1,597,30822,2815,33040
3923,65,58898.31872047316,0.18194853638605477,1,341,7234,1520,8413
3924,44,45285.1114697702,0.10176391182441337,1,755,5765,1839,6849
3925,21,31838.948451211854,0.24386854015439346,0,100,0,0,-100
3926,62,23458.47180412076,0.0026800789903346518,1,476,7766,1378,8668
3927,18,45852.362299908826,0.014850523588060232,1,107,6581,2105,8579
3928,42,21284.919557358793,0.0032682520707479207,0,13,0,0,-13
3929,36,36390.92490768112,0.04031381629623816,1,877,6325,1342,6790
3930,28,25251.506690986276,0.056775694208343455,1,239,7880,1403,9044
3931,27,20501.121571651838,0.10491119739691616,1,508,5721,1736,6949
3932,68,23199.349534070217,0.03591818811874969,1,572,6387,1455,7270
3933,65,20942.131617786632,0.01955301723526886,1,35,46803,1648,48416
3934,26,23082.343969309353,0.10135685386080581,1,372,8212,2008,9848
3935,20,21051.22433547484,0.12146727292722907,0,119,0,0,-119
3936,73,27222.39661157596,0.005985363790779176,0,39,0,0,-39
3937,42,41548.54445261868,0.10740673708395819,1,118,15890,2149,17921
3938,46,21311.650695208526,0.12888329370148757,1,530,8085,1979,9534
3939,51,52322.203842019415,0.17651891031946867,1,353,19798,2254,21699
3940,28,23757.373063283743,0.031385682948010446,1,226,7777,2378,9929
3941,31,59211.57637741924,0.08466685130338635,1,183,5815,1569,7201
3942,39,20775.06045642286,0.1702203643763194,1,1234,5238,3735,7739
3943,49,31231.700103829808,0.21616839278961794,1,75,21268,2868,24061
3944,35,21623.460950603327,0.008591066613401878,1,888,13690,1615,14417
3945,37,31703.873280487045,0.3003758345960682,0,83,0,0,-83
3946,33,20948.659244399547,0.08829552903633968,0,122,0,0,-122
3947,41,23324.674060782134,0.059222855913365756,1,170,5366,1982,7178
3948,23,21390.935535466022,0.14360129840596775,1,1047,9852,1545,10350
3949,55,33113.258395295445,0.28027675248560724,1,933,6523,1382,6972
3950,39,20285.985313155226,0.220914144973762,0,16,0,0,-16
3951,34,20669.1549245118,0.26942273955372936,1,1413,7881,1461,7929
3952,62,27838.149991313476,0.3570612181137659,0,15,0,0,-15
3953,73,21070.9417188088,0.12242884927503453,1,1349,10292,1852,10795
3954,49,26390.0726111182,0.30498184037466086,1,168,5689,1429,6950
3955,49,21396.640192447536,0.09506834209794855,1,456,8141,1523,9208
3956,53,21099.260831562733,0.18741968807795995,1,152,9389,1554,10791
3957,39,20695.9396101756,0.16709515547268866,1,477,8777,1595,9895
3958,21,35870.636306815766,0.040156569330280764,1,818,8697,1386,9265
3959,75,22287.108459071882,0.02436204247977988,1,1822,6223,2330,6731
3960,25,22561.627280198823,0.05196814863368571,1,1371,22114,1495,22238
3961,38,24271.977163484135,0.17444118790237903,1,1056,7837,2152,8933
3962,38,29545.73807375551,0.012883314964657713,1,59,5873,1522,7336
3963,20,37969.37246788115,0.19095708504791115,0,54,0,0,-54
3964,31,23222.972344782396,0.04822207724914729,1,268,5247,1336,6315
3965,26,23968.909926477918,0.2299261301574351,0,9,0,0,-9
3966,44,24115.98994624468,0.017957031120148396,1,726,5413,1538,6225
3967,49,21541.08632267759,0.09499184197303302,1,486,7801,1442,8757
3968,51,23104.84409517185,0.0857707289960069,1,90,17817,2372,20099
3969,54,21483.2548257694,0.0004592133745862234,1,220,17867,1648,19295
