ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
15131,1,0,63,0,-63
15132,1,0,16,0,-16
15133,1,0,62,0,-62
15134,1,1,107,1288,1181
15135,0,0,2,0,-2
15136,1,1,740,1319,579
15137,1,1,399,1463,1064
15138,0,0,91,0,-91
15139,1,0,1,0,-1
15140,1,1,442,1331,889
15141,1,1,43,1226,1183
15142,1,0,40,0,-40
15143,1,0,32,0,-32
15144,0,0,77,0,-77
15145,0,0,42,0,-42
15146,0,0,14,0,-14
15147,0,0,14,0,-14
15148,1,1,2163,1276,-887
15149,0,0,5,0,-5
15150,0,0,5,0,-5
15151,1,1,386,2248,1862
15152,1,1,657,1286,629
15153,1,1,568,1433,865
15154,1,1,190,1210,1020
15155,0,0,71,0,-71
15156,1,1,197,1352,1155
15157,1,1,261,1310,1049
15158,0,0,53,0,-53
15159,1,1,927,1769,842
15160,0,0,7,0,-7
15161,0,0,21,0,-21
15162,1,0,93,0,-93
15163,0,0,135,0,-135
15164,0,0,1,0,-1
15165,1,0,41,0,-41
15166,0,0,9,0,-9
15167,0,0,10,0,-10
15168,1,1,663,1462,799
15169,1,0,29,0,-29
15170,1,1,932,1267,335
15171,1,0,12,0,-12
15172,1,0,108,0,-108
15173,1,1,322,1319,997
15174,1,0,13,0,-13
15175,1,1,130,1270,1140
15176,0,0,161,0,-161
15177,0,0,5,0,-5
15178,1,1,1795,1995,200
15179,0,0,94,0,-94
15180,0,0,16,0,-16
15181,1,1,271,1240,969
15182,1,0,55,0,-55
15183,1,0,14,0,-14
15184,1,0,6,0,-6
15185,1,0,124,0,-124
15186,0,0,21,0,-21
15187,1,1,575,1564,989
15188,1,1,405,1824,1419
15189,0,0,33,0,-33
15190,0,0,80,0,-80
15191,1,0,176,0,-176
15192,1,1,2558,1595,-963
15193,1,1,250,1697,1447
15194,1,1,376,1594,1218
15195,1,1,1038,1336,298
15196,1,0,84,0,-84
15197,0,0,13,0,-13
15198,0,0,2,0,-2
15199,0,0,79,0,-79
15200,1,1,646,1686,1040
15201,1,0,11,0,-11
15202,0,0,15,0,-15
15203,1,1,403,1382,979
15204,1,1,1264,1373,109
15205,0,0,61,0,-61
15206,1,1,428,3492,3064
15207,1,1,288,1667,1379
15208,0,0,2,0,-2
15209,1,1,1179,1211,32
15210,1,1,5,1601,1596
15211,1,0,29,0,-29
15212,1,0,92,0,-92
15213,0,0,74,0,-74
15214,1,0,209,0,-209
15215,1,0,24,0,-24
15216,1,1,1000,1885,885
15217,1,0,4,0,-4
15218,0,0,34,0,-34
15219,1,1,225,1307,1082
15220,1,0,75,0,-75
15221,1,1,46,1226,1180
15222,1,0,142,0,-142
15223,0,0,4,0,-4
15224,0,0,12,0,-12
15225,1,0,53,0,-53
15226,1,0,62,0,-62
15227,1,0,22,0,-22
15228,0,0,32,0,-32
15229,1,1,949,1807,858
15230,0,0,56,0,-56
15231,0,0,6,0,-6
15232,1,1,460,2758,2298
15233,0,0,10,0,-10
15234,0,0,2,0,-2
15235,1,0,4,0,-4
15236,0,0,35,0,-35
15237,0,0,52,0,-52
15238,0,0,4,0,-4
15239,0,0,52,0,-52
15240,0,0,104,0,-104
15241,1,0,61,0,-61
15242,1,0,73,0,-73
15243,1,1,284,1270,986
15244,0,0,28,0,-28
15245,0,0,15,0,-15
15246,0,0,42,0,-42
15247,1,0,12,0,-12
15248,1,0,92,0,-92
15249,0,0,120,0,-120
15250,0,0,6,0,-6
15251,0,0,49,0,-49
15252,1,1,334,1484,1150
15253,1,1,1706,1747,41
15254,1,1,202,1330,1128
15255,1,0,8,0,-8
15256,1,1,307,1451,1144
15257,1,1,1372,1229,-143
15258,1,1,3732,1279,-2453
15259,1,1,136,1260,1124
15260,0,0,51,0,-51
15261,0,0,61,0,-61
15262,0,0,16,0,-16
15263,1,1,160,1408,1248
15264,0,0,15,0,-15
15265,0,0,15,0,-15
15266,0,0,37,0,-37
15267,1,0,31,0,-31
15268,1,1,546,1350,804
15269,1,1,345,1397,1052
15270,1,0,2,0,-2
15271,1,0,19,0,-19
15272,1,1,313,2562,2249
15273,1,1,554,1845,1291
15274,1,1,885,1594,709
15275,1,0,21,0,-21
15276,1,0,59,0,-59
15277,0,0,60,0,-60
15278,1,1,222,1253,1031
15279,0,0,12,0,-12
15280,0,0,65,0,-65
15281,1,0,3,0,-3
15282,0,0,7,0,-7
15283,0,0,94,0,-94
15284,1,1,1316,1442,126
15285,1,1,440,1275,835
15286,1,1,289,1310,1021
15287,1,1,498,1724,1226
15288,0,0,11,0,-11
15289,0,0,80,0,-80
15290,0,0,75,0,-75
15291,1,1,242,1783,1541
15292,1,0,41,0,-41
15293,0,0,45,0,-45
15294,1,0,70,0,-70
15295,1,0,106,0,-106
15296,1,0,20,0,-20
15297,0,0,35,0,-35
15298,0,0,35,0,-35
15299,1,1,434,1678,1244
15300,0,0,295,0,-295
15301,0,0,31,0,-31
15302,1,1,144,1878,1734
15303,1,0,28,0,-28
15304,1,1,1220,1416,196
15305,0,0,7,0,-7
15306,1,0,82,0,-82
15307,0,0,148,0,-148
15308,1,1,1177,1686,509
15309,0,0,92,0,-92
15310,1,0,19,0,-19
15311,1,0,16,0,-16
15312,1,0,24,0,-24
15313,1,0,66,0,-66
15314,1,0,21,0,-21
15315,1,0,152,0,-152
15316,1,1,277,1625,1348
15317,0,0,100,0,-100
15318,1,0,167,0,-167
15319,0,0,68,0,-68
15320,1,1,1740,2579,839
15321,1,0,22,0,-22
15322,1,1,144,1233,1089
15323,0,0,256,0,-256
15324,1,0,12,0,-12
15325,1,0,113,0,-113
15326,1,0,27,0,-27
15327,1,0,35,0,-35
15328,0,0,219,0,-219
15329,0,0,4,0,-4
15330,0,0,49,0,-49
15331,1,0,22,0,-22
15332,0,0,33,0,-33
15333,1,1,194,1473,1279
15334,0,0,30,0,-30
15335,1,1,799,3023,2224
15336,1,0,47,0,-47
15337,1,1,244,1451,1207
15338,1,1,816,1220,404
15339,0,0,1,0,-1
15340,0,0,16,0,-16
15341,1,0,166,0,-166
15342,1,0,0,0,0
15343,1,1,172,1515,1343
15344,0,0,31,0,-31
15345,1,1,430,1791,1361
15346,1,1,496,1217,721
15347,0,0,12,0,-12
15348,1,1,750,2070,1320
15349,1,1,253,1213,960
15350,0,0,110,0,-110
15351,0,0,66,0,-66
15352,0,0,2,0,-2
15353,0,0,77,0,-77
15354,1,0,10,0,-10
15355,1,1,244,1997,1753
15356,1,0,44,0,-44
15357,0,0,90,0,-90
15358,0,0,58,0,-58
15359,1,0,24,0,-24
15360,0,0,64,0,-64
15361,1,0,11,0,-11
15362,1,1,40,1260,1220
15363,0,0,12,0,-12
15364,0,0,74,0,-74
15365,1,0,49,0,-49
15366,0,0,81,0,-81
15367,1,1,462,1344,882
15368,0,0,52,0,-52
15369,0,0,62,0,-62
15370,0,0,28,0,-28
15371,1,0,11,0,-11
15372,0,0,11,0,-11
15373,0,0,15,0,-15
15374,0,0,19,0,-19
15375,1,1,501,2190,1689
15376,1,0,59,0,-59
15377,0,0,20,0,-20
15378,0,0,109,0,-109
15379,1,0,20,0,-20
15380,1,0,59,0,-59
15381,0,0,36,0,-36
15382,1,1,615,1376,761
15383,0,0,58,0,-58
15384,1,0,113,0,-113
15385,0,0,1,0,-1
15386,1,1,521,2052,1531
15387,1,0,49,0,-49
15388,0,0,66,0,-66
15389,1,1,1413,1272,-141
15390,0,0,29,0,-29
15391,1,0,2,0,-2
15392,1,1,723,1584,861
15393,0,0,35,0,-35
15394,1,1,80,1544,1464
15395,0,0,54,0,-54
15396,0,0,106,0,-106
15397,1,1,205,2271,2066
15398,0,0,70,0,-70
15399,1,1,774,1342,568
15400,1,1,114,3027,2913
15401,1,0,35,0,-35
15402,1,1,251,1746,1495
15403,0,0,16,0,-16
15404,1,1,504,1868,1364
15405,0,0,7,0,-7
15406,1,0,34,0,-34
15407,0,0,6,0,-6
15408,0,0,165,0,-165
15409,1,0,18,0,-18
15410,1,1,819,1706,887
15411,0,0,0,0,0
15412,1,0,23,0,-23
15413,1,1,376,1302,926
15414,1,0,353,0,-353
15415,1,1,1682,1759,77
15416,0,0,41,0,-41
15417,1,0,16,0,-16
15418,0,0,115,0,-115
15419,0,0,91,0,-91
15420,0,0,32,0,-32
15421,1,1,496,3001,2505
15422,1,1,430,2111,1681
15423,1,0,0,0,0
15424,1,0,128,0,-128
15425,0,0,0,0,0
15426,1,1,368,1355,987
15427,0,0,36,0,-36
15428,1,1,741,1872,1131
15429,1,0,146,0,-146
15430,1,1,163,1408,1245
15431,1,1,259,1255,996
15432,1,0,62,0,-62
15433,0,0,2,0,-2
15434,0,0,63,0,-63
15435,0,0,204,0,-204
15436,0,0,164,0,-164
15437,1,0,60,0,-60
15438,0,0,12,0,-12
15439,1,0,27,0,-27
15440,0,0,36,0,-36
15441,1,1,273,1209,936
15442,0,0,15,0,-15
15443,1,1,127,1465,1338
15444,1,0,48,0,-48
15445,1,1,839,1453,614
15446,0,0,59,0,-59
15447,0,0,53,0,-53
15448,0,0,5,0,-5
15449,1,1,168,1314,1146
15450,0,0,91,0,-91
15451,0,0,83,0,-83
15452,1,1,371,1297,926
15453,1,1,83,1879,1796
15454,0,0,133,0,-133
15455,0,0,23,0,-23
15456,1,1,219,1323,1104
15457,1,0,13,0,-13
15458,1,1,33,1365,1332
15459,1,0,24,0,-24
15460,1,0,55,0,-55
15461,1,0,53,0,-53
15462,1,0,94,0,-94
15463,1,1,437,1490,1053
15464,0,0,30,0,-30
15465,0,0,10,0,-10
15466,0,0,10,0,-10
15467,0,0,7,0,-7
15468,1,1,1170,2020,850
15469,1,1,28,1213,1185
15470,0,0,18,0,-18
15471,1,0,10,0,-10
15472,1,0,7,0,-7
15473,0,0,89,0,-89
15474,0,0,9,0,-9
15475,0,0,103,0,-103
15476,1,1,329,1589,1260
15477,0,0,59,0,-59
15478,0,0,94,0,-94
15479,1,1,727,1366,639
15480,0,0,61,0,-61
15481,1,1,157,1300,1143
15482,1,0,14,0,-14
15483,1,0,15,0,-15
15484,0,0,10,0,-10
15485,0,0,145,0,-145
15486,1,0,24,0,-24
15487,0,0,14,0,-14
15488,1,1,359,1620,1261
15489,1,0,5,0,-5
15490,1,1,2788,1245,-1543
15491,1,0,44,0,-44
15492,1,1,269,1291,1022
15493,1,1,617,1690,1073
15494,0,0,54,0,-54
15495,0,0,164,0,-164
15496,1,1,212,1207,995
15497,0,0,63,0,-63
15498,1,1,673,1377,704
15499,1,0,24,0,-24
15500,0,0,18,0,-18
15501,1,1,1054,2685,1631
15502,0,0,1,0,-1
15503,0,0,78,0,-78
15504,1,1,1463,1453,-10
15505,1,0,10,0,-10
15506,1,0,122,0,-122
15507,1,0,107,0,-107
15508,0,0,48,0,-48
15509,0,0,35,0,-35
15510,1,0,8,0,-8
15511,0,0,84,0,-84
15512,0,0,5,0,-5
15513,0,0,22,0,-22
15514,0,0,139,0,-139
15515,1,1,110,1373,1263
15516,0,0,9,0,-9
15517,1,0,15,0,-15
15518,1,1,2896,1601,-1295
15519,1,1,1290,3196,1906
15520,0,0,38,0,-38
15521,1,1,20,1262,1242
15522,1,1,204,2400,2196
15523,1,0,8,0,-8
15524,1,1,468,1638,1170
15525,1,1,516,1286,770
15526,0,0,61,0,-61
15527,0,0,62,0,-62
15528,1,0,64,0,-64
15529,1,1,133,1338,1205
15530,0,0,171,0,-171
15531,0,0,111,0,-111
15532,1,0,45,0,-45
15533,1,0,11,0,-11
15534,1,0,17,0,-17
15535,1,1,1472,1718,246
15536,1,1,245,1374,1129
15537,0,0,167,0,-167
15538,0,0,14,0,-14
15539,0,0,28,0,-28
15540,1,1,437,1720,1283
15541,0,0,37,0,-37
15542,0,0,59,0,-59
15543,1,1,461,1259,798
15544,1,1,615,1668,1053
15545,1,1,75,1207,1132
15546,1,1,849,1412,563
15547,1,0,76,0,-76
15548,1,0,3,0,-3
15549,0,0,31,0,-31
15550,0,0,101,0,-101
15551,1,0,93,0,-93
15552,1,0,72,0,-72
15553,1,0,19,0,-19
15554,1,1,641,1351,710
15555,1,1,641,1682,1041
15556,1,1,487,1482,995
15557,0,0,89,0,-89
15558,1,0,57,0,-57
15559,1,1,1556,3510,1954
15560,1,0,42,0,-42
15561,1,0,27,0,-27
15562,1,1,281,1537,1256
15563,1,0,40,0,-40
15564,0,0,58,0,-58
15565,1,1,914,1210,296
15566,0,0,24,0,-24
15567,0,0,72,0,-72
15568,0,0,26,0,-26
15569,0,0,56,0,-56
15570,1,1,477,1287,810
15571,1,1,696,1558,862
15572,0,0,9,0,-9
15573,1,0,69,0,-69
15574,1,0,27,0,-27
15575,1,0,33,0,-33
15576,1,0,57,0,-57
15577,1,0,23,0,-23
15578,1,1,337,1345,1008
15579,0,0,11,0,-11
15580,0,0,68,0,-68
15581,1,0,75,0,-75
15582,1,1,622,1864,1242
15583,1,0,5,0,-5
15584,0,0,131,0,-131
15585,1,1,1280,1332,52
15586,0,0,38,0,-38
15587,1,1,376,1266,890
15588,0,0,102,0,-102
15589,0,0,51,0,-51
15590,1,1,353,2180,1827
15591,1,0,166,0,-166
15592,0,0,38,0,-38
15593,1,0,64,0,-64
15594,1,1,385,1282,897
15595,0,0,50,0,-50
15596,1,0,14,0,-14
15597,1,1,284,1474,1190
15598,1,1,79,2106,2027
15599,0,0,1,0,-1
15600,0,0,110,0,-110
15601,1,1,471,1499,1028
15602,1,1,101,1422,1321
15603,0,0,132,0,-132
15604,0,0,7,0,-7
15605,0,0,1,0,-1
15606,1,1,211,1817,1606
15607,0,0,0,0,0
15608,1,0,38,0,-38
15609,1,0,80,0,-80
15610,0,0,4,0,-4
15611,0,0,147,0,-147
15612,1,1,1142,1288,146
15613,0,0,15,0,-15
15614,1,1,69,1490,1421
15615,0,0,2,0,-2
15616,1,1,110,1213,1103
15617,1,1,817,1552,735
15618,1,0,16,0,-16
15619,1,1,416,2679,2263
15620,0,0,22,0,-22
15621,1,1,721,1333,612
15622,1,0,8,0,-8
15623,1,1,1267,1309,42
15624,1,1,147,1224,1077
15625,1,0,14,0,-14
15626,0,0,5,0,-5
15627,0,0,73,0,-73
15628,1,0,30,0,-30
15629,1,1,143,1976,1833
15630,0,0,70,0,-70
15631,1,1,363,2020,1657
15632,1,0,39,0,-39
15633,1,1,366,1391,1025
15634,1,0,43,0,-43
15635,0,0,8,0,-8
15636,1,1,190,1318,1128
15637,0,0,55,0,-55
15638,0,0,68,0,-68
15639,0,0,94,0,-94
15640,1,0,101,0,-101
15641,0,0,16,0,-16
15642,0,0,84,0,-84
15643,1,1,313,1736,1423
15644,1,0,36,0,-36
15645,1,0,13,0,-13
15646,0,0,23,0,-23
15647,1,1,501,1544,1043
15648,0,0,4,0,-4
15649,1,0,6,0,-6
15650,1,0,38,0,-38
15651,1,1,613,1203,590
15652,0,0,49,0,-49
15653,1,1,213,2195,1982
15654,1,0,11,0,-11
15655,1,1,119,1257,1138
15656,0,0,169,0,-169
15657,0,0,2,0,-2
15658,0,0,5,0,-5
15659,1,0,4,0,-4
15660,1,0,41,0,-41
15661,1,0,31,0,-31
15662,1,0,20,0,-20
15663,1,0,12,0,-12
15664,0,0,185,0,-185
15665,1,1,980,1915,935
15666,1,0,26,0,-26
15667,1,0,129,0,-129
15668,1,0,50,0,-50
15669,0,0,4,0,-4
15670,1,1,328,1882,1554
15671,0,0,12,0,-12
15672,1,0,35,0,-35
15673,1,1,312,5982,5670
15674,1,1,834,1386,552
15675,0,0,9,0,-9
15676,1,1,906,1389,483
15677,0,0,53,0,-53
15678,1,1,86,1237,1151
15679,0,0,45,0,-45
15680,0,0,1,0,-1
15681,1,1,364,1386,1022
15682,1,1,723,2540,1817
15683,1,1,1215,1226,11
15684,1,1,24,1502,1478
15685,0,0,115,0,-115
15686,0,0,79,0,-79
15687,1,1,297,1700,1403
15688,0,0,3,0,-3
15689,0,0,21,0,-21
15690,0,0,83,0,-83
15691,1,0,95,0,-95
15692,1,0,19,0,-19
15693,1,0,65,0,-65
15694,1,1,231,1952,1721
15695,1,0,19,0,-19
15696,0,0,61,0,-61
15697,1,0,86,0,-86
15698,0,0,37,0,-37
15699,1,0,31,0,-31
15700,1,0,4,0,-4
15701,0,0,43,0,-43
15702,1,1,218,1413,1195
15703,1,1,41,1817,1776
15704,1,0,7,0,-7
15705,0,0,14,0,-14
15706,0,0,20,0,-20
15707,1,1,1000,1251,251
15708,1,1,517,1293,776
15709,1,0,31,0,-31
15710,1,1,515,1375,860
15711,0,0,0,0,0
15712,0,0,108,0,-108
15713,0,0,20,0,-20
15714,0,0,101,0,-101
15715,0,0,181,0,-181
15716,1,0,11,0,-11
15717,0,0,149,0,-149
15718,0,0,60,0,-60
15719,1,1,711,2569,1858
15720,0,0,169,0,-169
15721,1,0,70,0,-70
15722,0,0,106,0,-106
15723,1,1,129,1280,1151
15724,1,0,149,0,-149
15725,1,0,26,0,-26
15726,0,0,8,0,-8
15727,0,0,12,0,-12
15728,1,1,109,1395,1286
15729,1,1,274,1231,957
15730,0,0,4,0,-4
15731,1,1,295,3052,2757
15732,1,1,467,1677,1210
15733,1,0,8,0,-8
15734,1,1,425,1426,1001
15735,1,1,506,1746,1240
15736,1,0,20,0,-20
15737,1,1,813,1640,827
15738,0,0,36,0,-36
15739,0,0,25,0,-25
15740,0,0,232,0,-232
15741,0,0,2,0,-2
15742,1,0,6,0,-6
15743,1,1,778,1518,740
15744,1,1,743,1273,530
15745,0,0,7,0,-7
15746,1,1,267,3340,3073
15747,1,1,446,1910,1464
15748,0,0,101,0,-101
15749,1,1,1280,1299,19
15750,1,1,25,1670,1645
15751,1,1,384,1389,1005
15752,1,1,1095,1298,203
15753,0,0,55,0,-55
15754,1,1,150,1271,1121
15755,1,1,938,1910,972
15756,1,0,58,0,-58
15757,0,0,4,0,-4
15758,1,1,1111,1480,369
15759,1,0,106,0,-106
15760,1,0,4,0,-4
15761,1,1,1513,1228,-285
15762,1,1,346,1284,938
15763,0,0,2,0,-2
15764,1,1,1235,1256,21
15765,0,0,17,0,-17
15766,0,0,108,0,-108
15767,1,1,567,2467,1900
15768,1,1,185,1256,1071
15769,1,1,251,1368,1117
15770,1,1,824,1377,553
15771,0,0,51,0,-51
15772,0,0,28,0,-28
15773,0,0,54,0,-54
15774,1,1,656,1431,775
15775,1,1,89,1447,1358
15776,1,1,237,1760,1523
15777,1,0,15,0,-15
15778,1,1,1620,1832,212
15779,1,1,880,1700,820
15780,1,0,28,0,-28
15781,1,1,99,2672,2573
15782,0,0,6,0,-6
15783,1,1,924,1891,967
15784,1,0,24,0,-24
15785,0,0,45,0,-45
15786,1,0,21,0,-21
15787,1,0,29,0,-29
15788,1,1,172,1263,1091
15789,0,0,3,0,-3
15790,1,1,430,1352,922
15791,0,0,0,0,0
15792,0,0,1,0,-1
15793,0,0,48,0,-48
15794,0,0,26,0,-26
15795,1,0,2,0,-2
15796,0,0,33,0,-33
15797,1,1,174,1262,1088
15798,0,0,130,0,-130
15799,0,0,139,0,-139
15800,1,0,110,0,-110
15801,1,0,4,0,-4
15802,0,0,153,0,-153
15803,0,0,54,0,-54
15804,0,0,23,0,-23
15805,0,0,73,0,-73
15806,0,0,109,0,-109
15807,0,0,2,0,-2
15808,1,0,155,0,-155
15809,0,0,13,0,-13
15810,0,0,24,0,-24
15811,1,0,20,0,-20
15812,1,1,583,1234,651
15813,1,1,111,2245,2134
15814,1,1,80,1525,1445
15815,1,1,88,1565,1477
15816,1,0,98,0,-98
15817,1,0,59,0,-59
15818,1,1,605,1265,660
15819,1,0,16,0,-16
15820,0,0,86,0,-86
15821,0,0,93,0,-93
15822,0,0,50,0,-50
15823,0,0,78,0,-78
15824,0,0,115,0,-115
15825,0,0,36,0,-36
15826,0,0,44,0,-44
15827,0,0,17,0,-17
15828,0,0,45,0,-45
15829,1,0,22,0,-22
15830,0,0,13,0,-13
15831,0,0,85,0,-85
15832,0,0,35,0,-35
15833,1,1,671,1324,653
15834,0,0,4,0,-4
15835,0,0,14,0,-14
15836,1,1,109,1892,1783
15837,1,0,166,0,-166
15838,1,1,400,1487,1087
15839,0,0,17,0,-17
15840,1,1,237,1754,1517
15841,1,1,339,1709,1370
15842,1,0,7,0,-7
15843,1,0,27,0,-27
15844,0,0,10,0,-10
15845,1,1,58,1689,1631
15846,1,1,229,1222,993
15847,1,1,1077,1482,405
15848,1,1,344,1265,921
15849,1,0,27,0,-27
15850,0,0,112,0,-112
15851,1,1,737,1874,1137
15852,1,0,20,0,-20
15853,1,0,4,0,-4
15854,1,1,444,1510,1066
15855,1,0,45,0,-45
15856,1,1,119,1226,1107
15857,1,1,124,1583,1459
15858,1,1,88,1794,1706
15859,1,1,365,1285,920
15860,0,0,7,0,-7
15861,0,0,23,0,-23
15862,1,0,114,0,-114
15863,1,0,4,0,-4
15864,1,1,172,1714,1542
15865,0,0,112,0,-112
15866,0,0,77,0,-77
15867,1,1,349,1324,975
15868,0,0,50,0,-50
15869,1,0,30,0,-30
15870,0,0,119,0,-119
15871,1,0,4,0,-4
15872,1,0,5,0,-5
15873,0,0,7,0,-7
15874,0,0,3,0,-3
15875,0,0,83,0,-83
15876,1,1,1644,1711,67
15877,1,0,12,0,-12
15878,1,0,1,0,-1
15879,1,1,608,3457,2849
15880,1,1,2020,1740,-280
15881,0,0,44,0,-44
15882,0,0,41,0,-41
15883,0,0,61,0,-61
15884,1,1,1183,1464,281
15885,0,0,104,0,-104
15886,0,0,9,0,-9
15887,0,0,8,0,-8
15888,0,0,0,0,0
15889,0,0,8,0,-8
15890,1,0,17,0,-17
15891,0,0,42,0,-42
15892,0,0,51,0,-51
15893,0,0,29,0,-29
15894,0,0,97,0,-97
15895,1,1,248,2598,2350
15896,1,1,994,3170,2176
15897,0,0,140,0,-140
15898,0,0,0,0,0
15899,1,1,275,4234,3959
15900,0,0,13,0,-13
15901,0,0,0,0,0
15902,0,0,100,0,-100
15903,1,1,70,1203,1133
15904,1,0,9,0,-9
15905,1,1,395,1414,1019
15906,0,0,70,0,-70
15907,0,0,39,0,-39
15908,1,0,25,0,-25
15909,1,0,95,0,-95
15910,1,1,1094,1423,329
15911,0,0,69,0,-69
15912,1,1,241,1208,967
15913,1,1,185,1462,1277
15914,1,1,825,1275,450
15915,1,0,23,0,-23
15916,1,0,16,0,-16
15917,1,1,64,1740,1676
15918,1,1,1277,1304,27
15919,1,1,77,1220,1143
15920,0,0,1,0,-1
15921,0,0,51,0,-51
15922,1,1,568,2107,1539
15923,1,0,21,0,-21
15924,0,0,21,0,-21
15925,1,0,23,0,-23
15926,0,0,18,0,-18
15927,1,1,455,1417,962
15928,0,0,9,0,-9
15929,1,1,537,1302,765
15930,0,0,15,0,-15
15931,1,1,56,1240,1184
15932,1,0,41,0,-41
15933,1,0,32,0,-32
15934,0,0,8,0,-8
15935,1,0,11,0,-11
15936,0,0,3,0,-3
15937,1,1,722,1662,940
15938,1,1,979,1228,249
15939,1,1,329,1212,883
15940,1,1,400,1394,994
15941,0,0,105,0,-105
15942,1,0,92,0,-92
15943,1,0,16,0,-16
15944,0,0,22,0,-22
15945,0,0,12,0,-12
15946,0,0,23,0,-23
15947,1,1,450,1601,1151
15948,1,1,203,1324,1121
15949,1,1,127,2798,2671
15950,0,0,32,0,-32
15951,0,0,2,0,-2
15952,0,0,25,0,-25
15953,0,0,10,0,-10
15954,1,0,101,0,-101
15955,0,0,5,0,-5
15956,1,1,48,1264,1216
15957,1,1,19,1505,1486
15958,1,1,442,1883,1441
15959,1,1,272,1390,1118
15960,1,1,1553,1230,-323
15961,1,1,503,1533,1030
15962,1,1,175,1228,1053
15963,0,0,21,0,-21
15964,1,0,20,0,-20
15965,0,0,162,0,-162
15966,0,0,28,0,-28
15967,1,1,961,1662,701
15968,0,0,9,0,-9
15969,0,0,103,0,-103
15970,1,0,34,0,-34
15971,0,0,34,0,-34
15972,1,1,351,4327,3976
15973,0,0,30,0,-30
15974,0,0,214,0,-214
15975,1,0,36,0,-36
15976,1,0,42,0,-42
15977,1,0,44,0,-44
15978,1,0,18,0,-18
15979,1,1,1587,1291,-296
15980,0,0,96,0,-96
15981,1,0,59,0,-59
15982,1,1,54,1788,1734
15983,1,1,226,2232,2006
15984,1,0,40,0,-40
15985,0,0,73,0,-73
15986,1,1,90,1880,1790
15987,1,0,20,0,-20
15988,1,1,240,1621,1381
15989,1,1,292,1472,1180
15990,1,0,76,0,-76
15991,0,0,13,0,-13
15992,0,0,15,0,-15
15993,1,1,209,1799,1590
15994,0,0,52,0,-52
15995,1,0,139,0,-139
15996,1,0,77,0,-77
15997,1,1,1139,1584,445
15998,0,0,6,0,-6
15999,1,0,40,0,-40
16000,1,0,85,0,-85
16001,1,1,894,1325,431
16002,0,0,4,0,-4
16003,1,1,41,2140,2099
16004,1,0,94,0,-94
16005,1,1,479,2161,1682
16006,1,0,47,0,-47
16007,1,1,593,1267,674
16008,1,1,406,1425,1019
16009,0,0,20,0,-20
16010,1,1,378,1376,998
16011,1,1,251,1791,1540
16012,1,1,14,1376,1362
16013,1,0,60,0,-60
16014,1,0,193,0,-193
16015,0,0,38,0,-38
16016,0,0,72,0,-72
16017,1,0,19,0,-19
16018,0,0,9,0,-9
16019,1,0,6,0,-6
16020,1,1,981,1415,434
16021,0,0,140,0,-140
16022,0,0,17,0,-17
16023,1,0,28,0,-28
16024,0,0,24,0,-24
16025,1,1,614,1358,744
16026,1,1,190,1977,1787
16027,0,0,48,0,-48
16028,1,1,2195,1636,-559
16029,1,1,122,1275,1153
16030,0,0,4,0,-4
16031,1,0,20,0,-20
16032,1,1,771,1909,1138
16033,0,0,49,0,-49
16034,1,1,160,1595,1435
16035,0,0,16,0,-16
16036,1,1,406,1396,990
16037,1,0,31,0,-31
16038,0,0,64,0,-64
16039,1,0,15,0,-15
16040,1,0,58,0,-58
16041,0,0,95,0,-95
16042,0,0,43,0,-43
16043,1,0,41,0,-41
16044,0,0,37,0,-37
16045,1,1,635,2236,1601
16046,1,1,1444,1257,-187
16047,1,0,17,0,-17
16048,0,0,74,0,-74
16049,0,0,2,0,-2
16050,1,1,39,1379,1340
16051,1,1,428,1224,796
16052,1,0,240,0,-240
16053,1,1,278,1230,952
16054,0,0,85,0,-85
16055,1,1,260,1409,1149
16056,1,1,78,2221,2143
16057,1,0,199,0,-199
16058,1,0,45,0,-45
16059,0,0,31,0,-31
16060,1,0,87,0,-87
16061,0,0,53,0,-53
16062,1,1,455,1914,1459
16063,0,0,4,0,-4
16064,1,1,466,1890,1424
16065,0,0,15,0,-15
16066,1,0,2,0,-2
16067,0,0,39,0,-39
16068,0,0,51,0,-51
16069,1,1,131,2567,2436
16070,1,1,196,1315,1119
16071,1,0,12,0,-12
16072,0,0,54,0,-54
16073,1,1,631,1314,683
16074,1,1,1573,1413,-160
16075,1,1,101,2027,1926
16076,1,0,28,0,-28
16077,0,0,10,0,-10
16078,1,1,1634,1736,102
16079,0,0,71,0,-71
16080,1,0,23,0,-23
16081,0,0,218,0,-218
16082,1,1,117,1427,1310
16083,0,0,57,0,-57
16084,1,1,303,2134,1831
16085,1,1,807,1840,1033
16086,1,0,41,0,-41
16087,1,1,126,2271,2145
16088,1,0,18,0,-18
16089,0,0,17,0,-17
16090,1,1,880,1320,440
16091,0,0,49,0,-49
16092,0,0,82,0,-82
16093,0,0,31,0,-31
16094,1,1,1360,1868,508
16095,0,0,73,0,-73
16096,1,1,145,1391,1246
16097,1,0,85,0,-85
16098,0,0,79,0,-79
16099,0,0,42,0,-42
16100,1,1,983,2506,1523
16101,1,1,58,2248,2190
16102,0,0,109,0,-109
16103,0,0,51,0,-51
16104,1,1,391,1483,1092
16105,1,1,852,1406,554
16106,1,0,35,0,-35
16107,1,0,111,0,-111
16108,1,0,3,0,-3
16109,1,0,102,0,-102
